,Start,End,Speaker,Text
1702,0:42:09,0:42:14,SPEAKER 3," It was nine 1966 and we were down a ball,  a more buying a ball department store and we needed a lawyer and we needed a lawyer who was nearby and would do exactly as told.  And Charlie came up with a very good lawyer from one more couple of years, I believe.  And I don't know whether Charlie remembers the instructions he gave a lawyer or not."
1703,0:42:36,0:42:37,SPEAKER 9," No,  I don't.  Oh, well. "
1704,0:42:39,0:42:42,SPEAKER 3," Charlie told the lawyer who we never met before and he said, well,  he just, he says treat Warren like I was 36 at the time or 35."
1705,0:42:49,0:42:53,BUFFETT," He said treat, treat Warren like any other 90 year old client. "
1706,0:42:54,0:43:01,SPEAKER 3, This guy knew exactly what he meant.  And we made the deal in a hurry and then we went to the bank.
1707,0:43:02,0:43:03,SPEAKER 8, The person national bank.
1708,0:43:03,0:43:06,SPEAKER 3," I believe it was a,  or Merrill National Bank actually.  And there was a following Cammy Slack there.  It wasn't it, Charlie?  And we, yeah, we wanted to borrow six million bucks against a $12 million purchase.  And Cammy looked at us and would be world remit."
1709,0:43:20,0:43:22,BUFFETT," They said, you want to borrow $6 million? "
1710,0:43:22,0:43:24,SPEAKER 3," That's a little hoshel cone.  And Charlie and I said something to the effect.  Well,  the Maryland National was our first call and if they didn't want to do it, we had another bank we don't want anyway.  They love us the money. "
1711,0:43:36,0:43:36,SPEAKER 6," But,  but when he said little old hoshel."
1712,0:43:39,0:43:39,SPEAKER 4," I don't call him,  we immediately start thinking maybe this isn't the best deal we've ever seen in our lives."
1713,0:43:43,0:43:46,SPEAKER 8," From that point on,  we were trying to figure it out to sell it. "
1714,0:43:47,0:43:48,BUFFETT," But we've had,  but wait.  We had as much fun.   Sandy Gautasman was involved with us then too.  And we had as much fun."
1715,0:43:59,0:44:16,SPEAKER 3," Out of deals that didn't work in a certain sense as the ones that did work.  I mean, it's, it's, you know, if you knew you were going to play games and play games.  You're going to get a big golf and you're going to hit a hole in one on every hole.  He just hit the ball and then went in the hole 300 yards away or 400 yards away. "
1716,0:44:17,0:44:19,BUFFETT," You would nobody play golf.  I mean,  part of the fun of the game is  the fact that you hit them into the woods and sometimes you hit them get them out and sometimes you don't.  So we are in the perfect sort of game and we both enjoy it and we have a lot of fun together and we don't have to do anything we don't.  I really believe in doing.  I mean, we are not dictated to it by any group.  And so we get to follow our own. "
1717,0:44:49,0:44:54,SPEAKER 3, We like to get the four DROUND destination as it says.
1718,0:44:55,0:44:56,SPEAKER 8," Forgism although with bemanship,  big."
1719,0:44:56,0:45:00,BUFFETT," Which we can run the company.  And that's a huge luxury in life.   And,  and we don't want to be president of any other company in the world or CEO or anything else.  Where, we have to conform to certain things that we really don't want to conform to."
1720,0:45:13,0:45:13,SPEAKER 6," That a  further description, Jeremy."
1721,0:45:16,0:45:16,SPEAKER 4," Yeah, it is. "
1722,0:45:17,0:45:17,SPEAKER 1, Yeah.
1723,0:45:18,0:45:18,SPEAKER 3," Okay, Becky. "
1724,0:45:19,0:45:39,SPEAKER 1," This question comes from David Cass who is a professor at the Business School University of Maryland.  He says last year's annual meeting Warren mentioned that Berkshire had taken a large stake in Activision Blizzard as a merger arbitrage play.  Since the UK regulator has been a big part of the investment in the United States.  Block its acquisition by Microsoft,  his Berkshire reduced or sold its stake. "
1725,0:45:41,0:45:52,SPEAKER 4," Well, I think in terms of what we do with stocks.  We don't get information except when required to which is in the 13.  After what are we file and.  And there's some."
1726,0:45:54,0:45:57,SPEAKER 3, There's certain things you can actually figure out by looking at our 10.
1727,0:45:59,0:46:01,BUFFETT, Around 10.  Two which we follow this morning.
1728,0:46:02,0:46:03,SPEAKER 3, Which you have to look pretty hard.
1729,0:46:04,0:46:06,BUFFETT, But.  I would say this.
1730,0:46:08,0:46:08,SPEAKER 5, It's.
1731,0:46:09,0:46:13,SPEAKER 3, I think Microsoft has been.  Remarkably.
1732,0:46:14,0:46:16,SPEAKER 6, What's  the word.  Willing to.
1733,0:46:25,0:46:26,SPEAKER 1, To cooperate.
1734,0:46:27,0:46:27,SPEAKER 6, With.
1735,0:46:29,0:46:34,BUFFETT, Governing bodies and.  I mean they want to do the deal and they met them.
1736,0:46:35,0:46:37,SPEAKER 3, The opposition it seems to me.
1737,0:46:37,0:46:39,BUFFETT, More than halfway but.
1738,0:46:39,0:46:40,SPEAKER 6, That doesn't mean.
1739,0:46:41,0:46:42,BUFFETT, That it gets done if.
1740,0:46:43,0:46:45,SPEAKER 6, If.  I've given.
1741,0:46:46,0:46:56,BUFFETT, Country in this case the UK.  Want's to.  They're not better position to block it than.  The United States.  Just the way the world works.
1742,0:46:57,0:46:58,SPEAKER 1, And.
1743,0:46:59,0:47:03,SPEAKER 3, That doesn't get solved by offering more money.
1744,0:47:03,0:47:04,SPEAKER 8, So it.
1745,0:47:04,0:47:05,SPEAKER 1, It.
1746,0:47:05,0:47:09,BUFFETT, I don't know how it.  How it turns out.
1747,0:47:11,0:47:14,SPEAKER 3, But if it doesn't go through I don't think it's through any.
1748,0:47:15,0:47:17,BUFFETT, Any short coming.
1749,0:47:17,0:47:17,SPEAKER 3, By either.
1750,0:47:18,0:47:19,SPEAKER 4, Microsoft for.
1751,0:47:19,0:47:20,SPEAKER 8, But.
1752,0:47:23,0:47:24,BUFFETT, Not everything that should happen.
1753,0:47:24,0:47:29,SPEAKER 3, That's happened.  Well we weren't we ran into it when we.
1754,0:47:31,0:47:36,BUFFETT, When we bought.  What made the deal with the minion energy.  18 months ago and that they let us buy.
1755,0:47:40,0:47:42,SPEAKER 3, A good bit of what we wanted to buy and then.  And then.  There's.
1756,0:47:46,0:47:46,SPEAKER 4, Government in the facts.
1757,0:47:47,0:47:54,SPEAKER 3, That you can't buy something else which I think we would have done a better job with them.  Anybody else did in which.  The states involved in our.
1758,0:47:55,0:47:56,BUFFETT, Object to it which the customers did not.
1759,0:47:56,0:47:57,SPEAKER 3, But.
1760,0:47:59,0:47:59,SPEAKER 6, You don't.
1761,0:48:00,0:48:02,BUFFETT, You don't take on the United States government.
1762,0:48:03,0:48:06,SPEAKER 3, You know and.  You try and figure out things that.
1763,0:48:07,0:48:08,BUFFETT, That you won't have a problem with.
1764,0:48:09,0:48:09,SPEAKER 4, And.
1765,0:48:10,0:48:16,BUFFETT, I think.  In that case the US government made a mistake.  I think the British government's making a mistake in this case.
1766,0:48:16,0:48:16,SPEAKER 4, But.
1767,0:48:17,0:48:28,BUFFETT, That's that's life in the big city.  I was saying and.  What we do will depend on a lot of things.  Charlie.
1768,0:48:29,0:48:33,SPEAKER 4, Well I think.  What we do.  Yeah.
1769,0:48:36,0:48:36,SPEAKER 1, You  kiss that one off beautifully.
1770,0:48:40,0:48:45,BUFFETT, OK station 10.
1771,0:48:46,0:48:53,SPEAKER 1, I.  I.  Hi Warren.  Hi Charlie my name is Anderson fuller and I'm from.
1772,0:48:53,0:48:54,SPEAKER 9, I'm from.
1773,0:48:54,0:48:54,SPEAKER 1, Of.  And before  I ask my question I just want to thank you for all you've done to give us insight into your minds as investors.  So for me the most compelling takeaway from Berkshire is your guys emphasis on and successful use of properly aligned incentives.  In my view owning and leading a business has two central benefits first you directly benefit as the company goes through your.  Equity in it and second you have autonomy incentives for employees are a bit easier to understand such as offering benefits fair pay and creating a strong culture.  But I've always struggled to understand them at the highest level.  Even though you say Berkshire gives us managers significant flexibility it must be less than what they have when they were independent.  Additionally you would think passion and a willingness to sell would be inversely correlated.  So how exactly does Berkshire bridges gap and incentivize owners of its subsidiaries to.  Give up these benefits to Berkshire.
1774,0:49:49,0:49:49,SPEAKER 3, Thank you.
1775,0:49:50,0:49:52,BUFFETT, Well we really hope to find.
1776,0:49:53,0:49:56,SPEAKER 3, Is managers who love their business.
1777,0:49:57,0:50:01,BUFFETT, But don't.  Like a lot of what comes with it.
1778,0:50:02,0:50:14,SPEAKER 3, As a public company I mean if they have to spend a lot of time listening to people.  Tell them what to do about this or that and they can't afford to irritate them.  Or they have to.
1779,0:50:16,0:50:17,SPEAKER 8, Go along with their.
1780,0:50:17,0:50:17,BUFFETT, So I think that's a good idea to think about what to do about that.  And I think that's why I've been in trade association because you know whatever they may call it.  Because you don't want to look like a free rider and there's all kinds of things compromises that  people have to make in most jobs.  And Charlie and I solve that problem.  I had five bosses in my life.  And I liked all five of them and two of them.  Which is huge factors. And making my life.  And I think that's why I'm so excited to see how we're doing. And making my life better.  But I like all five of them.  A couple of them are.
1781,0:50:50,0:50:51,SPEAKER 3, Some people here.
1782,0:50:52,0:50:53,SPEAKER 5, Gacy Penny.
1783,0:50:53,0:50:54,BUFFETT, Cooper Smith.
1784,0:50:55,0:50:55,SPEAKER 6, You know.
1785,0:50:55,0:50:56,SPEAKER 8, Works at 75 cents an hour.
1786,0:50:57,0:50:57,SPEAKER 9, I love.
1787,0:50:57,0:50:59,SPEAKER 3, I love working at pennies.
1788,0:51:00,0:51:03,BUFFETT, Well I didn't love working at pennies.  But I love working.
1789,0:51:03,0:51:04,SPEAKER 9, For.
1790,0:51:05,0:51:05,SPEAKER 3, Cooper Smith.
1791,0:51:06,0:51:07,SPEAKER 1, And.  And.
1792,0:51:08,0:51:08,SPEAKER 4, You know.
1793,0:51:08,0:51:09,BUFFETT, What's 75 cents an hour.
1794,0:51:10,0:51:10,SPEAKER 1, But.
1795,0:51:10,0:51:11,SPEAKER 5, But I had.
1796,0:51:11,0:51:13,BUFFETT, I had to do what they call me to do.
1797,0:51:13,0:51:15,SPEAKER 8, Which was to sell men's shirts first and men's clothing.
1798,0:51:15,0:51:17,BUFFETT, And.  Children's clothing and so on.
1799,0:51:18,0:51:18,SPEAKER 4, And.
1800,0:51:19,0:51:22,SPEAKER 3, I love working for the newspaper and.
1801,0:51:22,0:51:26,BUFFETT, I had a great manager when I was a nurse in Nebraska.
1802,0:51:26,0:51:27,SPEAKER 8, Got to work for Ben Graham.
1803,0:51:28,0:51:29,BUFFETT, I mean everything worked out.
1804,0:51:30,0:51:31,SPEAKER 1, But.  But.
1805,0:51:32,0:51:34,BUFFETT, There's nothing like working for yourself.  And if you can't own a big company.
1806,0:51:39,0:51:41,SPEAKER 5, Working at Berkshire Hathaway.
1807,0:51:41,0:51:43,BUFFETT, We're running a company.
1808,0:51:44,0:51:45,SPEAKER 1, Is.
1809,0:51:46,0:51:47,SPEAKER 8, The closest thing.
1810,0:51:48,0:51:49,SPEAKER 3, You will get.
1811,0:51:49,0:51:50,BUFFETT, You don't have to spend time.
1812,0:51:51,0:51:52,SPEAKER 8, According analysts who.
1813,0:51:53,0:51:55,SPEAKER 3, You probably have contempt for.
1814,0:51:55,0:51:56,BUFFETT, In many cases.
1815,0:51:57,0:51:58,SPEAKER 3, You don't have to spend time with banks.
1816,0:51:59,0:51:59,SPEAKER 6, You know.
1817,0:52:00,0:52:01,BUFFETT, Getting money and.
1818,0:52:01,0:52:03,SPEAKER 8, Particularly in terrible times.
1819,0:52:03,0:52:07,BUFFETT, Yeah there's all kinds of.  You get a lot.  And the way of freedom.
1820,0:52:08,0:52:08,SPEAKER 1, That.
1821,0:52:09,0:52:11,SPEAKER 3, I would think would be meaningful.   To me.  And it might be better if you own the whole place yourself.
1822,0:52:16,0:52:16,SPEAKER 1, But.
1823,0:52:16,0:52:45,SPEAKER 3, I don't.   Maybe you've got siblings the one I'll maybe I'm there's a million reasons why you may not be able to achieve  money and it was worth many great many billions of dollars and Berkshire Hathaway wanted to buy it and shareholders were willing to vote it.
1824,0:52:58,0:53:00,SPEAKER 6, I would consider  it the way I would feel about life.
1825,0:53:04,0:53:27,SPEAKER 3, But one thing I wouldn't want to retire at 65 I'd want to keep working and we we just we there's there are reasons to solve.  Berkshire which Charlie and I in certain positions if we were on the other side would take the deal and and but it isn't for everybody trying.
1826,0:53:27,0:53:27,SPEAKER 1, I  think we have a pretty good one.  We've been very lucky in.  I  don't know.  It seems to be that most of the people who are going to end up the way we did.  They almost already know how to do it.
1827,0:53:51,0:53:57,SPEAKER 3, Well the most important purchase and retrospect that we may have made was national  indemnity not because specifically what it would have led to and Jack Ringwald controlled the company and  I know him and liked him and he knew me and once a year he'd get irritated when the  Nebraska Department insurance or somebody would come come around and said they always came around when the carbon  racetrack was open you know so they could I mean he had all these theories about why was a pain in the neck to be regulated and I and I told Charlie Hider next time Jack is in that mood where he's ready to sell this because he's tired of fooling around with all these guys.
1828,0:54:44,0:55:31,BUFFETT, Be sure and find him and I'm glad he's ready to go.  And so Charlie called me one day and he says Jack is in the heat and I said bring him over and we made a deal.  Well that's why Jack sold and he was happy after he made the deal and I was happy after we made the deal.  So there's a man that controlled the business but just decided these people didn't seem to bother him as much once they were my problem and not his and he just can't tell when lightning will strike and and that didn't do magnificence.  And things for us initially but just look at what it let do you know and then so you never you know if you know if you know how you were going to get if you know how you're going to shoot all 18 holes it wouldn't be any fun playing you wouldn't get on the first tee.  I mean it's  it's it's the it's the uncertainty the fun of playing the game the opposite all kinds of things that make a game interesting and and I think Charlie or I are in the most interesting game in the world.  Okay Becky.
1829,0:55:51,0:56:13,SPEAKER 1, Here's a question from Simon Withers in Perth in Western Australia.  It's been a long time since we've heard about C's candy and net jets.  Could you please give us an update on C's performance and when you project it will run out of places to open stores in the United States and could you also give us an overview of how net jets has performed since its acquisition and  whether it's achieved the potential you saw at the time of that acquisition.
